Transaction_ID,Date,Region,Category,Campaign_Name,Local_Currency,Local_Amount,Exchange_Rate,Spend_USD
TXN-667612,22-01-25,Africa,Marketing,Regional Meetups,NGN,1395.09,1188.5051,1.17
TXN-439726,22-01-25,Asia,Event Logistics,Organic/None,SGD,417161.86,1.4043,297051.95
TXN-131455,22-01-25,Europe,Marketing,Regional Meetups,EUR,1362.35,0.9509,1432.63
TXN-416668,23-01-25,Asia,Bounties,Global Hackathon,SGD,2185.59,1.3014,1679.4
TXN-393064,23-01-25,Asia,Developer Grants,Organic/None,SGD,65777.09,1.3266,49584.69
TXN-649523,23-01-25,Americas,Developer Grants,Core Contributor Fund,USD,1539.72,1.0125,1520.74
TXN-967186,23-01-25,Americas,Platform Subs,Organic/None,USD,1859.89,0.9689,1919.54
TXN-781467,23-01-25,Asia,Developer Grants,Organic/None,SGD,40059.22,1.324,30256.21
TXN-250434,23-01-25,Europe,Developer Grants,Regional Meetups,EUR,4368.53,0.8993,4857.83
TXN-319288,23-01-25,Africa,Platform Subs,Organic/None,NGN,935.76,1117.2073,0.84
TXN-799793,23-01-25,Europe,Bounties,Global Hackathon,EUR,1171.91,0.9421,1243.96
TXN-194805,23-01-25,Europe,Event Logistics,Organic/None,EUR,17027.75,0.9203,18502.04
TXN-868813,24-01-25,Africa,Platform Subs,Organic/None,NGN,4155.51,1162.8972,3.57
TXN-442776,24-01-25,Europe,Marketing,Regional Meetups,EUR,430.98,0.8884,485.11
TXN-279819,24-01-25,Asia,Event Logistics,Organic/None,SGD,876.35,1.416,618.9
TXN-514528,24-01-25,Asia,Marketing,Regional Meetups,SGD,1665.61,1.3532,1230.9
TXN-840712,24-01-25,Asia,Developer Grants,Spring Builder Cohort,SGD,5522.57,1.3907,3971.06
TXN-485114,24-01-25,Asia,Event Logistics,Core Contributor Fund,SGD,733.34,1.2889,568.99
TXN-750660,24-01-25,Africa,Event Logistics,Organic/None,NGN,6353.21,1161.6564,5.47
TXN-731121,24-01-25,Americas,Marketing,Global Hackathon,USD,393.11,0.9822,400.25
TXN-854207,24-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,2602.53,1181.54,2.2
TXN-300675,24-01-25,Europe,Event Logistics,Core Contributor Fund,EUR,24317.82,0.9605,25318.85
TXN-364115,24-01-25,Africa,Developer Grants,Regional Meetups,NGN,11913.77,1199.4493,9.93
TXN-985691,24-01-25,Europe,Developer Grants,Core Contributor Fund,EUR,18586.99,0.9446,19676.46
TXN-131152,25-01-25,Africa,Developer Grants,Organic/None,NGN,13467,1174.7656,11.46
TXN-728577,25-01-25,Europe,Developer Grants,Global Hackathon,EUR,1553.27,0.9051,1716.17
TXN-189091,25-01-25,Africa,Developer Grants,Organic/None,NGN,73791.36,1182.9064,62.38
TXN-772280,25-01-25,Asia,Event Logistics,Organic/None,SGD,25318.75,1.286,19688.22
TXN-105786,25-01-25,Africa,Developer Grants,Core Contributor Fund,NGN,6777.66,1146.7629,5.91
TXN-838096,25-01-25,Africa,Developer Grants,Organic/None,NGN,16610.25,1159.5365,14.32
TXN-515004,25-01-25,Asia,Developer Grants,Global Hackathon,SGD,41011.38,1.3605,30143.26
TXN-477721,25-01-25,Africa,Developer Grants,Organic/None,NGN,467.89,1115.6352,0.42
TXN-189638,25-01-25,Americas,Developer Grants,Regional Meetups,USD,31082.6,0.9973,31166.02
TXN-206390,25-01-25,Africa,Bounties,Spring Builder Cohort,NGN,1295.25,1198.7323,1.08
TXN-173568,25-01-25,Americas,Event Logistics,Spring Builder Cohort,USD,17844.25,1.0324,17284.83
TXN-709619,25-01-25,Asia,Developer Grants,Regional Meetups,SGD,5618.2,1.3947,4028.38
TXN-308713,25-01-25,Americas,Bounties,Organic/None,USD,415.01,0.9757,425.36
TXN-323852,25-01-25,Europe,Platform Subs,Organic/None,EUR,968.56,0.889,1089.43
TXN-333725,25-01-25,Africa,Event Logistics,Organic/None,NGN,2493.94,1199.808,2.08
TXN-553343,26-01-25,Europe,Developer Grants,Spring Builder Cohort,EUR,12390.16,0.8907,13910.92
TXN-323378,26-01-25,Asia,Developer Grants,Regional Meetups,SGD,5359.19,1.2928,4145.29
TXN-891526,26-01-25,Africa,Event Logistics,Core Contributor Fund,NGN,2191.45,1186.2416,1.85
TXN-275768,26-01-25,Asia,Developer Grants,Spring Builder Cohort,SGD,592.2,1.2858,460.57
TXN-369150,26-01-25,Americas,Developer Grants,Regional Meetups,USD,17874.78,1.0136,17635.02
TXN-310381,26-01-25,Africa,Event Logistics,Regional Meetups,NGN,71724.52,1115.1568,64.32
TXN-688843,26-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,11088.12,0.9734,11391.56
TXN-686646,26-01-25,Europe,Platform Subs,Organic/None,EUR,983.51,0.9111,1079.51
TXN-332460,26-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,14195.4,1109.1323,12.8
TXN-861387,26-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,22301.47,1.0155,21962.12
TXN-388123,26-01-25,Africa,Developer Grants,Core Contributor Fund,NGN,8187.99,1131.076,7.24
TXN-679957,26-01-25,Africa,Marketing,Spring Builder Cohort,NGN,1348.05,1182.0732,1.14
TXN-355367,26-01-25,Europe,Event Logistics,Regional Meetups,EUR,33904.9,0.8982,37747.64
TXN-786226,26-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,530551.32,1109.5662,478.16
TXN-783690,26-01-25,Africa,Platform Subs,Organic/None,NGN,1201.75,1096.1558,1.1
TXN-240313,26-01-25,Americas,Developer Grants,Regional Meetups,USD,15951.28,1.0079,15825.91
TXN-974641,26-01-25,Americas,Developer Grants,Regional Meetups,USD,15384.75,1.0156,15147.83
TXN-132862,26-01-25,Americas,Platform Subs,Organic/None,USD,1342.86,0.9882,1358.86
TXN-358308,26-01-25,Africa,Developer Grants,Organic/None,NGN,9226.44,1105.5625,8.35
TXN-830084,26-01-25,Africa,Event Logistics,Global Hackathon,NGN,485.32,1170.11,0.41
TXN-418415,27-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,10624.66,1101.0481,9.65
TXN-564990,27-01-25,Europe,Event Logistics,Global Hackathon,EUR,2412.77,0.9354,2579.42
TXN-709836,27-01-25,Africa,Event Logistics,Global Hackathon,NGN,13084.01,1094.2205,11.96
TXN-343762,27-01-25,Asia,Developer Grants,Regional Meetups,SGD,2789.09,1.4111,1976.5
TXN-674831,27-01-25,Asia,Developer Grants,Global Hackathon,SGD,433719.82,1.353,320555.92
TXN-277042,27-01-25,Asia,Platform Subs,Organic/None,SGD,848.44,1.2994,652.95
TXN-926395,27-01-25,Americas,Developer Grants,Regional Meetups,USD,67267.4,1.0101,66596.51
TXN-470321,27-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,2074.61,1.011,2051.97
TXN-829783,27-01-25,Europe,Developer Grants,Organic/None,EUR,6804.33,0.9113,7466.55
TXN-330314,27-01-25,Africa,Bounties,Spring Builder Cohort,NGN,2542.87,1145.1795,2.22
TXN-277826,27-01-25,Americas,Developer Grants,Regional Meetups,USD,19062.65,1.0498,18159.01
TXN-562122,27-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,4056.81,1.0466,3876.36
TXN-291745,28-01-25,Europe,Developer Grants,Regional Meetups,EUR,20749.3,0.909,22827.27
TXN-915127,28-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,18344.03,1168.494,15.7
TXN-810463,28-01-25,Europe,Developer Grants,Core Contributor Fund,EUR,293082.84,0.9138,320740.64
TXN-718308,28-01-25,Europe,Bounties,Spring Builder Cohort,EUR,3023.74,0.943,3206.63
TXN-400486,28-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,73764.62,0.9503,77623.42
TXN-640006,28-01-25,Asia,Platform Subs,Organic/None,SGD,2727.05,1.4133,1929.51
TXN-758405,28-01-25,Europe,Developer Grants,Global Hackathon,EUR,510.57,0.877,582.21
TXN-151999,28-01-25,Europe,Event Logistics,Core Contributor Fund,EUR,23565.77,0.9017,26134.44
TXN-298831,28-01-25,Africa,Developer Grants,Regional Meetups,NGN,419151.29,1207.2027,347.21
TXN-862901,28-01-25,Europe,Bounties,Organic/None,EUR,507.59,0.8763,579.22
TXN-916049,28-01-25,Americas,Bounties,Global Hackathon,USD,4151.28,0.957,4337.87
TXN-509978,29-01-25,Americas,Developer Grants,Global Hackathon,USD,4201.8,0.9827,4275.69
TXN-461911,29-01-25,Americas,Bounties,Spring Builder Cohort,USD,462.44,0.9645,479.46
TXN-442368,29-01-25,Europe,Developer Grants,Spring Builder Cohort,EUR,190.1,0.9106,208.76
TXN-189876,29-01-25,Asia,Event Logistics,Global Hackathon,SGD,2342.17,1.2932,1811.21
TXN-515515,29-01-25,Africa,Event Logistics,Regional Meetups,NGN,18736.97,1172.4003,15.98
TXN-190672,29-01-25,Africa,Developer Grants,Core Contributor Fund,NGN,10606.55,1143.8275,9.27
TXN-725686,29-01-25,Asia,Developer Grants,Global Hackathon,SGD,49746.39,1.3956,35644.83
TXN-336932,29-01-25,Africa,Event Logistics,Regional Meetups,NGN,285.97,1125.186,0.25
TXN-629075,29-01-25,Asia,Event Logistics,Core Contributor Fund,SGD,51806.73,1.3411,38630.06
TXN-602217,29-01-25,Africa,Event Logistics,Global Hackathon,NGN,7174.06,1176.8114,6.1
TXN-512188,30-01-25,Europe,Bounties,Global Hackathon,EUR,950.55,0.9026,1053.18
TXN-204817,30-01-25,Africa,Event Logistics,Organic/None,NGN,32609.29,1140.1615,28.6
TXN-237711,30-01-25,Americas,Event Logistics,Spring Builder Cohort,USD,6976.8,1.0201,6839.37
TXN-780667,30-01-25,Asia,Event Logistics,Spring Builder Cohort,SGD,39152.96,1.4132,27705.4
TXN-207083,30-01-25,Africa,Bounties,Global Hackathon,NGN,2894.42,1167.6161,2.48
TXN-703386,30-01-25,Asia,Developer Grants,Organic/None,SGD,477.54,1.3602,351.08
TXN-874426,30-01-25,Africa,Developer Grants,Global Hackathon,NGN,31590,1201.7448,26.29
TXN-380512,30-01-25,Europe,Event Logistics,Core Contributor Fund,EUR,33083.84,0.9214,35907.64
TXN-665271,30-01-25,Africa,Bounties,Regional Meetups,NGN,1088.49,1107.7594,0.98
TXN-637426,30-01-25,Africa,Event Logistics,Regional Meetups,NGN,49675.24,1148.6989,43.24
TXN-590488,30-01-25,Africa,Developer Grants,Regional Meetups,NGN,166014.5,1121.2348,148.06
TXN-121797,30-01-25,Asia,Developer Grants,Core Contributor Fund,SGD,31100.98,1.2883,24140.68
TXN-605710,31-01-25,Africa,Platform Subs,Organic/None,NGN,5493.88,1198.2611,4.58
TXN-745888,31-01-25,Asia,Bounties,Global Hackathon,SGD,1066.39,1.3011,819.59
TXN-128357,31-01-25,Africa,Developer Grants,Global Hackathon,NGN,151969.17,1166.9147,130.23
TXN-752692,31-01-25,Americas,Developer Grants,Spring Builder Cohort,USD,3087.38,1.0184,3031.69
TXN-197464,31-01-25,Europe,Bounties,Spring Builder Cohort,EUR,4212.06,0.9398,4481.9
TXN-600267,31-01-25,Africa,Platform Subs,Organic/None,NGN,2818.85,1188.5096,2.37
TXN-137473,31-01-25,Africa,Developer Grants,Spring Builder Cohort,NGN,12152.63,1175.7103,10.34
TXN-759352,31-01-25,Africa,Bounties,Global Hackathon,NGN,4250.71,1114.0225,3.82
TXN-861359,31-01-25,Americas,Marketing,Organic/None,USD,8515.51,1.021,8340.52
TXN-692610,31-01-25,Europe,Platform Subs,Organic/None,EUR,320.56,0.9385,341.56
TXN-329297,31-01-25,Africa,Event Logistics,Organic/None,NGN,11926.71,1193.6984,9.99
TXN-135306,31-01-25,Africa,Marketing,Global Hackathon,NGN,9482.92,1199.7844,7.9
TXN-969485,31-01-25,Africa,Bounties,Spring Builder Cohort,NGN,523.22,1111.393,0.47
TXN-988774,31-01-25,Europe,Bounties,Organic/None,EUR,215,0.8819,243.79
TXN-906479,31-01-25,Europe,Bounties,Global Hackathon,EUR,2946.71,0.8876,3319.76
TXN-200637,31-01-25,Africa,Platform Subs,Organic/None,NGN,663.82,1161.9452,0.57
TXN-663229,01-02-25,Europe,Developer Grants,Global Hackathon,EUR,43058.97,0.8888,48446.12
TXN-107749,01-02-25,Africa,Platform Subs,Organic/None,NGN,16264.53,1100.0429,14.79
TXN-956798,01-02-25,Africa,Developer Grants,Core Contributor Fund,NGN,800.94,1196.5851,0.67
TXN-140765,01-02-25,Africa,Marketing,Regional Meetups,NGN,1208.61,1103.5954,1.1
TXN-414533,01-02-25,Africa,Developer Grants,Core Contributor Fund,NGN,11340.57,1150.6258,9.86
TXN-524149,01-02-25,Africa,Event Logistics,Core Contributor Fund,NGN,10613.45,1179.5264,9
TXN-258438,01-02-25,Europe,Developer Grants,Global Hackathon,EUR,199855.79,0.9384,212969.12
TXN-344433,01-02-25,Americas,Developer Grants,Global Hackathon,USD,25525.88,0.9638,26483.9
TXN-227208,01-02-25,Africa,Marketing,Spring Builder Cohort,NGN,495.19,1116.206,0.44
TXN-498036,01-02-25,Europe,Marketing,Organic/None,EUR,24216.61,0.9659,25072.3
TXN-562574,01-02-25,Americas,Platform Subs,Organic/None,USD,997.72,1.0141,983.87
TXN-613622,01-02-25,Asia,Platform Subs,Organic/None,SGD,1969.69,1.2971,1518.55
TXN-539706,01-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,162145.4,1.3718,118198.09
TXN-870008,01-02-25,Americas,Developer Grants,Core Contributor Fund,USD,917.2,0.9734,942.21
TXN-585909,01-02-25,Europe,Platform Subs,Organic/None,EUR,3351.22,0.9374,3575.04
TXN-957148,01-02-25,Americas,Developer Grants,Global Hackathon,USD,62030.06,1.0457,59321.37
TXN-392231,01-02-25,Asia,Bounties,Core Contributor Fund,SGD,7490.47,1.3878,5397.45
TXN-871563,01-02-25,Africa,Platform Subs,Organic/None,NGN,961.63,1104.0611,0.87
TXN-330876,02-02-25,Africa,Platform Subs,Organic/None,NGN,406.25,1169.862,0.35
TXN-894335,02-02-25,Americas,Developer Grants,Global Hackathon,USD,52765.49,0.9693,54438.43
TXN-302546,02-02-25,Asia,Marketing,Core Contributor Fund,SGD,3183.47,1.4126,2253.57
TXN-263249,02-02-25,Europe,Event Logistics,Global Hackathon,EUR,9711.86,0.9435,10293.21
TXN-837152,02-02-25,Asia,Developer Grants,Global Hackathon,SGD,89044.17,1.2866,69206.52
TXN-309697,02-02-25,Africa,Marketing,Spring Builder Cohort,NGN,3128.22,1128.176,2.77
TXN-315432,02-02-25,Asia,Bounties,Regional Meetups,SGD,1381.61,1.4168,975.18
TXN-110518,02-02-25,Europe,Developer Grants,Organic/None,EUR,8189.62,0.9519,8603.46
TXN-547185,02-02-25,Europe,Developer Grants,Core Contributor Fund,EUR,56605.1,0.8874,63788.14
TXN-239337,02-02-25,Europe,Developer Grants,Spring Builder Cohort,EUR,786.8,0.8954,878.67
TXN-133749,02-02-25,Africa,Event Logistics,Regional Meetups,NGN,3515.05,1189.9048,2.95
TXN-504243,02-02-25,Europe,Event Logistics,Organic/None,EUR,96068.75,0.9346,102794.73
TXN-676973,03-02-25,Europe,Event Logistics,Global Hackathon,EUR,5520.99,0.9646,5723.51
TXN-503704,03-02-25,Africa,Developer Grants,Regional Meetups,NGN,390444.18,1097.0209,355.91
TXN-408293,03-02-25,Africa,Bounties,Regional Meetups,NGN,3615.57,1161.8847,3.11
TXN-933568,03-02-25,Africa,Bounties,Core Contributor Fund,NGN,1987.32,1103.6874,1.8
TXN-241448,03-02-25,Africa,Event Logistics,Global Hackathon,NGN,3600.28,1120.2046,3.21
TXN-255964,03-02-25,Asia,Event Logistics,Global Hackathon,SGD,8135.49,1.4022,5802
TXN-213049,03-02-25,Americas,Platform Subs,Organic/None,USD,2727.99,0.9508,2869.3
TXN-360520,03-02-25,Europe,Event Logistics,Regional Meetups,EUR,4388.97,0.9012,4869.99
TXN-708806,03-02-25,Europe,Developer Grants,Organic/None,EUR,195464.95,0.8815,221740.06
TXN-867631,04-02-25,Africa,Developer Grants,Organic/None,NGN,44307.81,1153.4384,38.41
TXN-977933,04-02-25,Americas,Event Logistics,Spring Builder Cohort,USD,879.86,1.0164,865.66
TXN-868819,04-02-25,Europe,Bounties,Spring Builder Cohort,EUR,6876.26,0.9108,7550.01
TXN-332275,04-02-25,Africa,Developer Grants,Regional Meetups,NGN,11807.57,1133.1992,10.42
TXN-630694,04-02-25,Asia,Developer Grants,Spring Builder Cohort,SGD,4091.48,1.3122,3117.94
TXN-717195,04-02-25,Americas,Event Logistics,Spring Builder Cohort,USD,57289.81,0.9533,60093.31
TXN-731666,04-02-25,Asia,Developer Grants,Regional Meetups,SGD,37597.23,1.4143,26583.47
TXN-769204,04-02-25,Americas,Bounties,Global Hackathon,USD,1509.31,0.9899,1524.7
TXN-173820,04-02-25,Americas,Bounties,Regional Meetups,USD,433.79,1.0275,422.17
TXN-494079,04-02-25,Asia,Event Logistics,Global Hackathon,SGD,32127.73,1.2892,24920.25
TXN-341502,04-02-25,Africa,Developer Grants,Organic/None,NGN,793.13,1128.757,0.7
TXN-563001,04-02-25,Europe,Bounties,Regional Meetups,EUR,868.93,0.9421,922.36
TXN-767292,04-02-25,Europe,Developer Grants,Organic/None,EUR,7383.68,0.9208,8019.14
TXN-764917,05-02-25,Africa,Platform Subs,Organic/None,NGN,546.36,1097.6284,0.5
TXN-712492,05-02-25,Europe,Event Logistics,Global Hackathon,EUR,22428.57,0.8843,25362.16
TXN-469841,05-02-25,Europe,Platform Subs,Organic/None,EUR,2777.2,0.921,3015.27
TXN-481292,05-02-25,Europe,Developer Grants,Regional Meetups,EUR,8757.12,0.8818,9931.23
TXN-899666,05-02-25,Americas,Bounties,Core Contributor Fund,USD,833.65,0.9671,862.02
TXN-987889,05-02-25,Africa,Event Logistics,Spring Builder Cohort,NGN,7332.18,1204.2848,6.09
TXN-144810,05-02-25,Americas,Bounties,Global Hackathon,USD,864.2,1.011,854.84
TXN-913435,05-02-25,Africa,Developer Grants,Core Contributor Fund,NGN,557.17,1129.5842,0.49
TXN-144566,05-02-25,Africa,Developer Grants,Global Hackathon,NGN,12823.24,1168.351,10.98
TXN-467915,05-02-25,Africa,Bounties,Organic/None,NGN,3050.41,1121.1156,2.72
TXN-750580,05-02-25,Asia,Event Logistics,Organic/None,SGD,3866.13,1.3319,2902.68
TXN-524032,05-02-25,Asia,Developer Grants,Spring Builder Cohort,SGD,13241.81,1.4096,9394.35
TXN-832484,05-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,40986.14,1.3799,29701.98
TXN-689930,06-02-25,Europe,Event Logistics,Organic/None,EUR,30978.76,0.9005,34401.44
TXN-599730,06-02-25,Americas,Developer Grants,Spring Builder Cohort,USD,11881.18,1.0215,11630.68
TXN-862199,06-02-25,Africa,Marketing,Organic/None,NGN,2049.01,1109.6505,1.85
TXN-882884,06-02-25,Europe,Event Logistics,Global Hackathon,EUR,11562.16,0.8837,13084.01
TXN-516919,06-02-25,Africa,Event Logistics,Organic/None,NGN,6976.45,1148.1845,6.08
TXN-110031,06-02-25,Americas,Developer Grants,Global Hackathon,USD,531459.6,0.9589,554212.91
TXN-568648,06-02-25,Americas,Developer Grants,Organic/None,USD,886.7,0.975,909.42
TXN-646120,06-02-25,Americas,Bounties,Regional Meetups,USD,987.86,1.0366,953.01
TXN-334477,06-02-25,Europe,Developer Grants,Core Contributor Fund,EUR,23493.62,0.934,25153.93
TXN-815947,06-02-25,Asia,Platform Subs,Organic/None,SGD,4752.32,1.362,3489.19
TXN-704741,06-02-25,Africa,Developer Grants,Global Hackathon,NGN,6355.53,1180.3436,5.38
TXN-932834,06-02-25,Africa,Event Logistics,Regional Meetups,NGN,132055.97,1184.236,111.51
TXN-334154,06-02-25,Asia,Event Logistics,Global Hackathon,SGD,12051.56,1.3873,8687
TXN-497538,06-02-25,Americas,Marketing,Organic/None,USD,211.08,0.9993,211.23
TXN-532457,06-02-25,Africa,Event Logistics,Regional Meetups,NGN,3052.37,1152.2285,2.65
TXN-152066,06-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,15129.27,1.3098,11550.99
TXN-586830,07-02-25,Americas,Event Logistics,Organic/None,USD,73194.05,0.9657,75793.32
TXN-477303,07-02-25,Americas,Bounties,Organic/None,USD,343.68,0.9654,355.98
TXN-584575,07-02-25,Americas,Developer Grants,Spring Builder Cohort,USD,17149.61,1.0021,17112.99
TXN-937297,07-02-25,Asia,Bounties,Global Hackathon,SGD,4600.97,1.3786,3337.48
TXN-921079,07-02-25,Africa,Developer Grants,Global Hackathon,NGN,2542.2,1105.3282,2.3
TXN-267744,07-02-25,Americas,Bounties,Spring Builder Cohort,USD,2242.38,1.0351,2166.29
TXN-850750,07-02-25,Africa,Marketing,Core Contributor Fund,NGN,2654.36,1136.3851,2.34
TXN-659873,07-02-25,Africa,Event Logistics,Core Contributor Fund,NGN,2201.06,1133.9157,1.94
TXN-429588,07-02-25,Europe,Developer Grants,Global Hackathon,EUR,21587.27,0.9116,23681.06
TXN-977882,07-02-25,Asia,Developer Grants,Global Hackathon,SGD,14821.66,1.3563,10928.19
TXN-683098,08-02-25,Americas,Event Logistics,Spring Builder Cohort,USD,39793.98,0.95,41887.57
TXN-148215,08-02-25,Africa,Event Logistics,Organic/None,NGN,96762.85,1161.37,83.32
TXN-165088,08-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,3172.96,1159.7359,2.74
TXN-555224,08-02-25,Asia,Developer Grants,Core Contributor Fund,SGD,10036.73,1.368,7336.74
TXN-598685,08-02-25,Americas,Marketing,Spring Builder Cohort,USD,3698.14,1.0136,3648.49
TXN-965796,08-02-25,Asia,Platform Subs,Organic/None,SGD,3103.27,1.3647,2274.03
TXN-335603,08-02-25,Africa,Bounties,Core Contributor Fund,NGN,995.15,1156.398,0.86
TXN-433862,08-02-25,Europe,Platform Subs,Organic/None,EUR,10235.2,0.956,10706.53
TXN-636251,08-02-25,Americas,Marketing,Global Hackathon,USD,2226.44,1.0171,2189.03
TXN-474705,08-02-25,Americas,Event Logistics,Core Contributor Fund,USD,22314.09,1.0235,21801.29
TXN-216242,08-02-25,Africa,Bounties,Regional Meetups,NGN,1343.38,1197.3091,1.12
TXN-573267,08-02-25,Africa,Developer Grants,Global Hackathon,NGN,5316.45,1205.0365,4.41
TXN-351865,08-02-25,Europe,Bounties,Spring Builder Cohort,EUR,2160.72,0.9579,2255.61
TXN-957756,08-02-25,Africa,Marketing,Regional Meetups,NGN,618.8,1183.8129,0.52
TXN-914001,08-02-25,Africa,Marketing,Spring Builder Cohort,NGN,5923.53,1166.9233,5.08
TXN-566589,08-02-25,Americas,Bounties,Global Hackathon,USD,470.23,1.0328,455.27
TXN-406422,08-02-25,Americas,Developer Grants,Global Hackathon,USD,28043.82,0.959,29242.38
TXN-876047,09-02-25,Asia,Developer Grants,Regional Meetups,SGD,17578.16,1.3359,13158.32
TXN-155107,09-02-25,Africa,Developer Grants,Global Hackathon,NGN,12219.83,1153.1575,10.6
TXN-570770,09-02-25,Asia,Bounties,Core Contributor Fund,SGD,2335.46,1.4026,1665.1
TXN-429457,09-02-25,Africa,Event Logistics,Global Hackathon,NGN,7535.82,1178.1287,6.4
TXN-144397,09-02-25,Asia,Developer Grants,Spring Builder Cohort,SGD,22822.56,1.3361,17081.73
TXN-916200,09-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,95230.31,1165.0567,81.74
TXN-147361,09-02-25,Africa,Bounties,Core Contributor Fund,NGN,381.75,1195.8535,0.32
TXN-683058,09-02-25,Africa,Developer Grants,Spring Builder Cohort,NGN,14468.42,1137.4308,12.72
TXN-703872,09-02-25,Africa,Bounties,Regional Meetups,NGN,429.24,1118.8265,0.38
TXN-967481,09-02-25,Africa,Bounties,Core Contributor Fund,NGN,592.37,1156.1916,0.51
TXN-267233,09-02-25,Europe,Event Logistics,Global Hackathon,EUR,5845.66,0.9154,6385.77
